Wavelength,l
1235.8440760666404,2.3139562702709378
1238.542784752569,2.3586133754270007
1241.241493438498,2.3789120595888478
1243.940202124427,2.403270480583064
1246.6389108103558,2.4195094279125415
1249.3376194962848,2.43168863840965
1252.0363281822138,2.4479275857391274
1254.7350368681425,2.4601067962362353
1257.4337455540715,2.464166533068605
1260.1324542400002,2.464166533068605
1262.8311629259292,2.468226269900974
1265.5298716118582,2.472286006733343
1268.228580297787,2.472286006733343
1270.927288983716,2.476345743565713
1273.625997669645,2.476345743565713
1276.3247063555737,2.472286006733343
1279.0234150415026,2.468226269900974
1281.7221237274316,2.4560470594038657
1284.4208324133604,2.443867848906758
1287.1195410992893,2.4276289015772803
1289.818249785218,2.407330217415433
1292.516958471147,2.3626731122593703
1295.215667157076,2.338314691265154
1297.9143758430048,2.3139562702709378
1300.6130845289338,2.2855381124443523
1303.3117932148627,2.255090086201582
1306.0105019007915,2.222612191542627
1308.7092105867205,2.1941940337160415
1311.4079192726495,2.1657758758894556
1314.1066279585782,2.1292382443981315
1316.8053366445072,2.0845811392420686
1319.5040453304362,2.043983770918375
1322.202754016365,2.0054162710108656
1324.9014627022939,1.9648189026871719
1327.6001713882226,1.9303111396120323
1330.2988800741516,1.891743639704523
1332.9975887600806,1.8572358766293835
1335.6962974460093,1.8247579819704285
1338.3950061319383,1.7821307452305502
1341.0937148178673,1.745593113739226
1343.792423503796,1.713115219080271
1346.491132189725,1.6867269296698697
1349.189840875654,1.6603386402594689
1351.8885495615827,1.6298906140166989
1354.5872582475117,1.6055321930224826
1357.2859669334407,1.5994425877739284
1359.9846756193695,1.571024429947343
1362.6833843052984,1.518247851126541
1365.3820929912272,1.49185956171614
1368.0808016771562,1.4654712723057393
1370.7795103630851,1.4289336408144147
1373.478219049014,1.4289336408144147
1373.478219049014,1.343679167334658
1376.1769277349429,1.3396194305022888
1378.8756364208718,1.2949623253462255
1381.5743451068006,1.2584246938549013
1384.2730537927296,1.2097078518664688
1386.9717624786585,1.2056481150340992
1389.6704711645873,1.1894091677046217
1392.3691798505163,1.169110483542775
1395.067888536445,1.1528715362132975
1397.766597222374,1.1406923257161896
1400.465305908303,1.124453378386712
1403.1640145942317,1.1163339047219734
1405.8627232801607,1.104154694224865
1408.5614319660897,1.1000949573924959
1411.2601406520184,1.1000949573924959
1413.9588493379474,1.1000949573924959
1416.6575580238764,1.0960352205601263
1419.3562667098051,1.091975483727757
1422.0549753957341,1.0879157468953875
1424.753684081663,1.091975483727757
1427.4523927675918,1.1000949573924959
1430.1511014535208,1.104154694224865
1432.8498101394496,1.1163339047219734
1435.5485188253786,1.1163339047219734
1438.2472275113075,1.1163339047219734
1440.9459361972363,1.1163339047219734
1443.6446448831653,1.1163339047219734
1446.3433535690942,1.1163339047219734
1449.042062255023,1.1122741678896038
1451.740770940952,1.1082144310572346
1454.439479626881,1.1082144310572346
1457.1381883128097,1.1122741678896038
1459.8368969987387,1.124453378386712
1462.5356056846674,1.1325728520514509
1465.2343143705964,1.1447520625485588
1467.9330230565254,1.1569312730456671
1470.6317317424541,1.169110483542775
1473.330440428383,1.1731702203751442
1476.029149114312,1.1731702203751442
1478.7278578002408,1.169110483542775
1481.4265664861698,1.1569312730456671
1484.1252751720988,1.1528715362132975
1486.8239838580275,1.1447520625485588
1489.5226925439565,1.13663258888382
1492.2214012298855,1.1285131152190813
1494.9201099158142,1.1203936415543425
1497.6188186017432,1.1122741678896038
1500.317527287672,1.1163339047219734
1503.016235973601,1.1325728520514509
1505.71494465953,1.1447520625485588
1508.4136533454587,1.1569312730456671
1511.1123620313876,1.1731702203751442
1513.8110707173166,1.1853494308722525
1516.5097794032454,1.1853494308722525
1519.2084880891744,1.1772299572075138
1521.9071967751033,1.169110483542775
1524.605905461032,1.1650507467104054
1527.304614146961,1.169110483542775
1530.00332283289,1.1731702203751442
1532.7020315188188,1.1853494308722525
1535.4007402047478,1.1975286413693604
1538.0994488906765,1.20158837820173
1540.7981575766055,1.2097078518664688
1543.4968662625345,1.213767588698838
1546.1955749484632,1.213767588698838
1548.8942836343922,1.213767588698838
1551.5929923203212,1.213767588698838
1554.29170100625,1.213767588698838
1556.990409692179,1.2218870623635767
1559.6891183781079,1.2259467991959463
1562.3878270640366,1.2300065360283154
1565.0865357499656,1.234066272860685
1567.7852444358944,1.2421857465254238
1570.4839531218233,1.2503052201901625
1573.1826618077523,1.2584246938549013
1575.881370493681,1.2706039043520092
1578.58007917961,1.278723378016748
1581.278787865539,1.2909025885138563
1583.9774965514678,1.3030817990109642
1586.6762052373967,1.3152610095080726
1589.3749139233257,1.3193207463404417
1592.0736226092545,1.3233804831728113
1594.7723312951834,1.33149995683755
1597.4710399811124,1.343679167334658
1600.1697486670412,1.3558583778317663
1602.8684573529702,1.3720973251612434
1605.567166038899,1.3802167988259821
1608.2658747248279,1.376157061993613
1610.9645834107569,1.3680375883288742
1613.6632920966856,1.3558583778317663
1616.3620007826146,1.3558583778317663
1619.0607094685436,1.3599181146641355
1621.7594181544723,1.3599181146641355
1624.4581268404013,1.3558583778317663
1627.1568355263303,1.3558583778317663
1629.855544212259,1.3477389041670276
1632.554252898188,1.343679167334658
1635.2529615841167,1.3477389041670276
