scan,band_subset,effective_mu_s_500,power_b,calibration_k,hb_cov,hb_present,bili_mono,bili_range,bili_log2_slope,bili_positive_a1,bili_positive_count,mean_rmse,composite,A1_hb_uM,A1_bili_uM,A2_hb_uM,A2_bili_uM,A3_hb_uM,A3_bili_uM,A4_hb_uM,A4_bili_uM,A5_hb_uM,A5_bili_uM,A6_hb_uM,A6_bili_uM
scattering,2band_blue,0.9576480398235424,0.1,1.0,0.08110328668262178,True,0,0.0,0.0,False,0,0.04133915338193613,0.9188967133173782,7.522668206300847,0.0,6.588622589758399,0.0,6.2317075801445245,0.0,6.060536737614314,0.0,6.111596219503468,0.0,6.062264671252535,0.0
scattering,2band_blue,0.9576480398235424,0.30714285714285716,1.0,0.08139647723517018,True,0,0.0,0.0,False,0,0.03852784138594397,0.9186035227648298,7.608682326088705,0.0,6.661103053051393,0.0,6.298567960346373,0.0,6.125518538806867,0.0,6.177152629639651,0.0,6.1269216484535285,0.0
scattering,2band_blue,0.9576480398235424,0.5142857142857142,1.0,0.08162818739245913,True,0,0.0,0.0,False,0,0.03569077482448074,0.9183718126075409,7.6960804871887785,0.0,6.737810127774458,0.0,6.370119672759092,0.0,6.193047908899888,0.0,6.241975520736849,0.0,6.19445088128612,0.0
scattering,2band_blue,0.9576480398235424,0.7214285714285714,1.0,0.08179520221118367,True,0,0.0,0.0,False,0,0.03282637111344001,0.9182047977888164,7.785543473193102,0.0,6.815801864027757,0.0,6.443562214559164,0.0,6.261397148786687,0.0,6.31250966021969,0.0,6.2636971720934085,0.0
scattering,2band_blue,0.9576480398235424,0.9285714285714285,1.0,0.08191563033489424,True,0,0.0,0.0,False,0,0.029933057442824013,0.9180843696651058,7.878100965679429,0.0,6.895701284089882,0.0,6.518471346194387,0.0,6.333822693817816,0.0,6.386846851119538,0.0,6.335295110975354,0.0
scattering,2band_blue,0.9576480398235424,1.1357142857142857,1.0,0.08208941088315411,True,0,0.0,0.0,False,0,0.027009471490032216,0.9179105891168459,7.974917061176471,0.0,6.9795404723204175,0.0,6.5964674693744785,0.0,6.409410828785504,0.0,6.461328242401512,0.0,6.410908870520415,0.0
scattering,2band_blue,0.9576480398235424,1.342857142857143,1.0,0.08235046657442786,True,0,0.0,0.0,False,0,0.024056304839775194,0.9176495334255721,8.076534207578614,0.0,7.066348352960192,0.0,6.677942171222873,0.0,6.48821074568917,0.0,6.538415659162744,0.0,6.487309904511898,0.0
scattering,2band_blue,0.9576480398235424,1.55,1.0,0.08250294160014943,True,0,0.0,0.0,False,0,0.021076074947444668,0.9174970583998505,8.180963920608203,0.0,7.155160859117815,0.0,6.7622503160011735,0.0,6.569139552782238,0.0,6.620655583119277,0.0,6.568545353098468,0.0
scattering,2band_blue,0.9576480398235424,1.7571428571428571,1.0,0.08240138083941541,True,0,0.0,0.0,False,0,0.018078087588053623,0.9175986191605846,8.283013054721762,0.0,7.247110361394274,0.0,6.849946363771915,0.0,6.653359463265947,0.0,6.704446868378192,0.0,6.651450375914626,0.0
scattering,2band_blue,0.9576480398235424,1.9642857142857142,1.0,0.08159920238588941,True,0,0.0,0.0,False,0,0.015086099463034379,0.9184007976141106,8.37310408721088,0.0,7.338192777381259,0.0,6.9368444754976455,0.0,6.737630710934833,0.0,6.792249855427284,0.0,6.738725502183667,0.0
